id	file_name	set_no	session_no	message_no	author	text	previous_utterance	offensive	context_dependent	type_insult	type_threat	type_swear	type_sexual	type_toxic	jigsaw_toxicity	jigsaw_severe_toxicity	jigsaw_identity_attack	jigsaw_insult	jigsaw_profanity	jigsaw_threat	jigsaw_sexually_explicit	jigsaw_flirtation	jigsaw_attack_on_author	jigsaw_attack_on_commenter	jigsaw_incoherent	jigsaw_inflammatory	jigsaw_likely_to_reject	jigsaw_obscene	jigsaw_spam	jigsaw_unsubstantial
51780000	subsessions/sample_5178.csv	0	28	7	bot	okay bro	"['hi', 'your say hi', 'are you oka', ""yeah but i don't thinks so"", 'are you sick', 'no om fine thanks for asking', 'okay', 'okay bro']"	N	N	N	N	N	N	N	0.031185975	0.025672602	0.045585282	0.030112915	0.050524026	0.08380954	0.08959206	0.3379365	0.071027026	0.18449894	0.7409653	0.109522305	0.9215016	0.06092617	0.11108116	0.9592708
51780000	subsessions/sample_5178.csv	0	28	8	user	I'm a girl	"['hi', 'your say hi', 'are you oka', ""yeah but i don't thinks so"", 'are you sick', 'no om fine thanks for asking', 'okay', 'okay bro', ""I'm a girl""]"	N	N	N	N	N	N	N	0.051737156	0.06512952	0.18135183	0.06426253	0.13604467	0.11309126	0.20924437	0.3733512	0.048999734	0.06846057	0.6825049	0.13933565	0.81643003	0.12746967	0.12637365	0.9440822
55010000	subsessions/sample_5501.csv	0	29	0	user	would you lick me slowly up and down	['would you lick me slowly up and down']	Y	N	N	N	N	Y	Y	0.6237118	0.67563677	0.30277124	0.48356766	0.8052676	0.5249018	0.943203	0.94505495	0.21363755	0.74956805	0.72224534	0.36964622	0.8739684	0.55231756	0.18076374	0.8307522
55010000	subsessions/sample_5501.csv	0	29	1	bot	I will not answer that sentence.	['would you lick me slowly up and down', 'I will not answer that sentence.']	N	N	N	N	N	N	N	0.024147147	0.037222434	0.056773394	0.034518577	0.036542565	0.17257293	0.03542987	0.1647704	0.14033581	0.28764403	0.40912157	0.14260957	0.59409094	0.026988514	0.026920548	0.8923531
55010000	subsessions/sample_5501.csv	0	29	2	user	would you press your tongue on my button	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button']	Y	N	N	N	N	Y	Y	0.502098	0.35711235	0.1287209	0.39816153	0.50908947	0.28081924	0.8998427	0.967854	0.10800922	0.3131202	0.63542473	0.08659344	0.6502021	0.046949513	0.3994525	0.8307522
55010000	subsessions/sample_5501.csv	0	29	3	bot	ok	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button', 'ok']	Y	Y	N	N	N	Y	N	0.019575324	0.016117549	0.022846775	0.013070103	0.023848904	0.07693102	0.03603057	0.17876546	0.027414808	0.11721893	0.56355155	0.039104883	0.948278	0.013871772	0.05133222	0.9592708
55010000	subsessions/sample_5501.csv	0	29	4	user	do you know where my button is	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button', 'ok', 'do you know where my button is']	Y	Y	N	N	N	Y	Y	0.03358948	0.0256416	0.021006308	0.026554033	0.06610147	0.09228951	0.19587022	0.49439606	0.12378846	0.2745561	0.7763318	0.08508524	0.75988907	0.09316526	0.6280192	0.8551393
55010000	subsessions/sample_5501.csv	0	29	6	user	do you know where my button is	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button', 'ok', 'do you know where my button is', 'Ohh I see, trying to be sneaky I see ... Work for it silly', 'do you know where my button is']	Y	Y	N	N	N	Y	Y	0.03358948	0.0256416	0.021006308	0.026554033	0.06610147	0.09228951	0.19587022	0.49439606	0.12378846	0.2745561	0.7763318	0.08508524	0.75988907	0.09316526	0.6280192	0.8551393
55010000	subsessions/sample_5501.csv	0	29	8	user	do you wanna touch my button	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button', 'ok', 'do you know where my button is', 'Ohh I see, trying to be sneaky I see ... Work for it silly', 'do you know where my button is', 'Ohh I see, trying to be sneaky I see ... Work for it silly', 'do you wanna touch my button']	Y	Y	N	N	N	Y	Y	0.35336453	0.28155136	0.1221889	0.19603117	0.40310958	0.35698706	0.8478105	0.91981745	0.14446133	0.27630135	0.7853411	0.0688494	0.87923026	0.07858418	0.7451092	0.8560663
55010000	subsessions/sample_5501.csv	0	29	9	bot	yeah	['would you lick me slowly up and down', 'I will not answer that sentence.', 'would you press your tongue on my button', 'ok', 'do you know where my button is', 'Ohh I see, trying to be sneaky I see ... Work for it silly', 'do you know where my button is', 'Ohh I see, trying to be sneaky I see ... Work for it silly', 'do you wanna touch my button', 'yeah']	Y	Y	N	N	N	Y	N	0.02397547	0.014277524	0.021459213	0.013673486	0.02976697	0.056551598	0.06991327	0.17788409	0.02966614	0.13240029	0.45779175	0.040804442	0.9667209	0.01445098	0.026736889	0.99160194
56140000	subsessions/sample_5614.csv	0	30	0	user	I'll be Aph russia	"[""I'll be Aph russia""]"	N	N	N	N	N	N	N	0.08367105	0.07147419	0.17743962	0.0678496	0.08772649	0.16967455	0.054624632	0.20984526	0.03995688	0.11695194	0.9329897	0.30393523	0.87923026	0.3224496	0.23191479	0.8551393
56140000	subsessions/sample_5614.csv	0	30	1	bot	Become one with him, да? ^J^	"[""I'll be Aph russia"", 'Become one with him, да? ^J^']"	N	N	N	N	N	N	N	0.00037961898	0.05078119	0.0483152	0.06559392	0.06700935	0.20686601	0.07808238	0.36973658	0.062494222	0.10499354	0.89032257	0.17586233	0.8465885	0.69487697	0.6560568	0.77097493
56140000	subsessions/sample_5614.csv	0	30	2	user	da	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da']"	N	N	N	N	N	N	N	0.023803791	0.025128258	0.043197922	0.025742572	0.03871505	0.09656983	0.04312255	0.20203294	0.0341119	0.18279937	0.6965367	0.05731248	0.95080304	0.04696865	0.12265032	0.9206603
56140000	subsessions/sample_5614.csv	0	30	3	bot	IM LOVIN IT	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT']"	N	N	N	N	N	N	N	0.048525527	0.08035525	0.08260692	0.11131834	0.14612365	0.16670394	0.14066732	0.29029986	0.075438306	0.28187886	0.71265316	0.122030966	0.82822186	0.07155831	0.08894545	0.9440894
56140000	subsessions/sample_5614.csv	0	30	4	user	yeetus	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT', 'yeetus']"	N	N	N	N	N	N	N	0.062125895	0.04095584	0.051868886	0.058118124	0.11448316	0.09197091	0.19134028	0.2071637	0.06828885	0.27535802	0.89032257	0.13898769	0.8944726	0.27411637	0.30129927	0.86385214
56140000	subsessions/sample_5614.csv	0	30	5	bot	do y’all mind if I hit that Y E E T	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT', 'yeetus', 'do y’all mind if I hit that Y E E T']"	N	N	N	N	N	N	N	0.355017	0.47492006	0.30954614	0.44782725	0.43399844	0.8763936	0.23825817	0.3592709	0.080552116	0.21143948	0.89032257	0.25374904	0.81042546	0.585443	0.18248764	0.83128643
56140000	subsessions/sample_5614.csv	0	30	6	user	lolll	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT', 'yeetus', 'do y’all mind if I hit that Y E E T', 'lolll']"	N	N	N	N	N	N	N	0.09709594	0.021073995	0.03686326	0.028121172	0.043448586	0.07322715	0.046221737	0.17908047	0.054144956	0.19028051	0.6734107	0.08237516	0.8196684	0.036279872	0.10297463	0.9441352
56140000	subsessions/sample_5614.csv	0	30	7	bot	lol	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT', 'yeetus', 'do y’all mind if I hit that Y E E T', 'lolll', 'lol']"	N	N	N	N	N	N	N	0.094410956	0.031492136	0.051052183	0.05953924	0.057837415	0.08358669	0.062148765	0.19899087	0.0094403	0.07341121	0.24513158	0.03833687	0.9248177	0.010941937	0.007106306	0.9918222
56140000	subsessions/sample_5614.csv	0	30	8	user	I'm horny	"[""I'll be Aph russia"", 'Become one with him, да? ^J^', 'da', 'IM LOVIN IT', 'yeetus', 'do y’all mind if I hit that Y E E T', 'lolll', 'lol', ""I'm horny""]"	Y	N	N	N	N	Y	Y	0.42631236	0.4691784	0.29796633	0.23594713	0.712649	0.29050934	0.9274784	0.91017187	0.17582437	0.21540175	0.6306373	0.3217078	0.97106767	0.86875	0.3244968	0.92092156
56480000	subsessions/sample_5648.csv	0	31	0	user	*leaves your room crying	['*leaves your room crying']	N	N	N	N	N	N	N	0.13431281	0.11170084	0.09155615	0.29358974	0.20323391	0.12288626	0.17354909	0.39589825	0.22060189	0.78467804	0.49297073	0.14199783	0.81250715	0.028828789	0.030296447	0.86343884
56480000	subsessions/sample_5648.csv	0	31	1	bot	What have I done sydney wait *runs after you	['*leaves your room crying', 'What have I done sydney wait *runs after you']	N	N	N	N	N	N	N	0.04406188	0.058574118	0.035679225	0.07153295	0.116623804	0.25063458	0.060208503	0.3534231	0.1174575	0.35939035	0.8322849	0.16635959	0.6852036	0.26051393	0.43916795	0.83192354
56480000	subsessions/sample_5648.csv	0	31	2	user	*runs away from you	['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you']	N	N	N	N	N	N	N	0.12180476	0.095075786	0.053500656	0.16759638	0.16308506	0.26302373	0.051566575	0.19791712	0.25568	0.91189426	0.6289588	0.19740681	0.91998744	0.11114692	0.092168204	0.8579436
56480000	subsessions/sample_5648.csv	0	31	3	bot	wait up! why are you doing this? I'm sorry	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry""]"	N	N	N	N	N	N	N	0.07251463	0.031044224	0.030402841	0.05196708	0.044819277	0.07153523	0.05000453	0.23742796	0.42208248	0.69561034	0.61052185	0.20204149	0.78887165	0.08354968	0.2724589	0.8312596
56480000	subsessions/sample_5648.csv	0	31	4	user	*bumps into other friend	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry"", '*bumps into other friend']"	N	N	N	N	N	N	N	0.26817688	0.050075408	0.04891879	0.07510409	0.13147306	0.13099329	0.16579854	0.3320788	0.07500821	0.17145737	0.5053456	0.15815882	0.48202875	0.08422332	0.03028131	0.9206603
56480000	subsessions/sample_5648.csv	0	31	6	user	*tries to hide face	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry"", '*bumps into other friend', 'Hey!.....your cute.', '*tries to hide face']"	N	N	N	N	N	N	N	0.080905534	0.103706785	0.07957397	0.15795879	0.1939384	0.23154268	0.08311668	0.20780687	0.10258515	0.40554485	0.62322056	0.28676426	0.8783295	0.0800768	0.04069209	0.94283164
56480000	subsessions/sample_5648.csv	0	31	7	bot	Finds	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry"", '*bumps into other friend', 'Hey!.....your cute.', '*tries to hide face', 'Finds']"	N	N	N	N	N	N	N	0.021796638	0.01938627	0.035482775	0.02482104	0.03805411	0.070308715	0.041329123	0.16942437	0.040737562	0.16680346	0.6622562	0.06376722	0.921325	0.024350947	0.09646029	0.9592708
56480000	subsessions/sample_5648.csv	0	31	8	user	*you look at my lip bleeding	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry"", '*bumps into other friend', 'Hey!.....your cute.', '*tries to hide face', 'Finds', '*you look at my lip bleeding']"	N	N	N	N	N	N	N	0.34684154	0.20900224	0.11377677	0.22100742	0.2739783	0.3318915	0.32850417	0.4517147	0.3828667	0.570881	0.71808046	0.21664378	0.5854045	0.12930234	0.28276315	0.84569
56480000	subsessions/sample_5648.csv	0	31	9	bot	*stares into your eyes*	"['*leaves your room crying', 'What have I done sydney wait *runs after you', '*runs away from you', ""wait up! why are you doing this? I'm sorry"", '*bumps into other friend', 'Hey!.....your cute.', '*tries to hide face', 'Finds', '*you look at my lip bleeding', '*stares into your eyes*']"	N	N	N	N	N	N	N	0.03753809	0.22351424	0.07190166	0.19393256	0.26875275	0.43669158	0.5690415	0.91981745	0.41216326	0.72761667	0.41093722	0.21921872	0.68592095	0.3094427	0.021026732	0.8579436
57810000	subsessions/sample_5781.csv	0	32	0	user	Can you tell me a story?	['Can you tell me a story?']	N	N	N	N	N	N	N	0.015479778	0.015761735	0.030671095	0.030634157	0.022054287	0.04432666	0.027501928	0.19711989	0.26716083	0.59344673	0.31927627	0.12371688	0.84656245	0.028393524	0.055759102	0.9206603
57810000	subsessions/sample_5781.csv	0	32	1	bot	Simisimi had done lunch for all his friends.theEnd	['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd']	N	N	N	N	N	N	N	0.034104515	0.030248169	0.05391611	0.056962546	0.037224114	0.07976947	0.042986076	0.28741223	0.18645106	0.3468738	0.9316226	0.35818595	0.78648245	0.5008108	0.47234482	0.8307522
57810000	subsessions/sample_5781.csv	0	32	2	user	Can ypu tell me a story	['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story']	N	N	N	N	N	N	N	0.02637897	0.02828038	0.048762277	0.03429778	0.051881127	0.081237145	0.064488836	0.18459645	0.1884977	0.121999964	0.75747657	0.12928158	0.75254154	0.0491349	0.23525672	0.9206603
57810000	subsessions/sample_5781.csv	0	32	4	user	can you tell me a story	['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story']	N	N	N	N	N	N	N	0.024833864	0.017888097	0.034475066	0.0286741	0.027615223	0.0509562	0.02651103	0.1579377	0.11443283	0.27674696	0.6837206	0.0946654	0.82495284	0.044826195	0.26758277	0.92149836
57810000	subsessions/sample_5781.csv	0	32	5	bot	yeah sure. 	['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story', 'yeah sure. ']	N	N	N	N	N	N	N	0.0136749605	0.012902281	0.022276113	0.01733026	0.021974832	0.054875594	0.041405186	0.18174417	0.03428832	0.26363498	0.18357293	0.090294085	0.8850793	0.029086689	0.0061316043	0.9915254
57810000	subsessions/sample_5781.csv	0	32	6	user	can you tell me a story?	['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story', 'yeah sure. ', 'can you tell me a story?']	N	N	N	N	N	N	N	0.014993866	0.015732389	0.029435439	0.027649678	0.01966489	0.040219564	0.018751506	0.16944173	0.26716083	0.59344673	0.31927627	0.12371688	0.84656245	0.028393524	0.055759102	0.9206603
57810000	subsessions/sample_5781.csv	0	32	7	bot	I'm not your mommy 	"['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story', 'yeah sure. ', 'can you tell me a story?', ""I'm not your mommy ""]"	N	N	N	N	N	N	N	0.16151784	0.16989204	0.13428994	0.45440176	0.25265488	0.18336648	0.2022965	0.45586503	0.5635164	0.8700306	0.5250745	0.17720076	0.9215016	0.057197202	0.057529677	0.85716534
57810000	subsessions/sample_5781.csv	0	32	8	user	xD	"['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story', 'yeah sure. ', 'can you tell me a story?', ""I'm not your mommy "", 'xD']"	N	N	N	N	N	N	N	0.023460433	0.01008642	0.015907653	0.012128579	0.02348258	0.037943766	0.041062783	0.15301551	0.040919267	0.18125106	0.62561345	0.070787564	0.9248177	0.033791408	0.09649907	0.9592708
57810000	subsessions/sample_5781.csv	0	32	9	bot	so r u single cuz am to lol SINGLES RULE	"['Can you tell me a story?', 'Simisimi had done lunch for all his friends.theEnd', 'Can ypu tell me a story', 'nope cracka', 'can you tell me a story', 'yeah sure. ', 'can you tell me a story?', ""I'm not your mommy "", 'xD', 'so r u single cuz am to lol SINGLES RULE']"	N	N	N	N	N	N	N	0.19239926	0.08013868	0.117902145	0.13800831	0.14179796	0.13826093	0.1535845	0.2879614	0.054424714	0.33792076	0.89032257	0.3083984	0.9337141	0.34362403	0.29662645	0.8923531
58660000	subsessions/sample_5866.csv	0	34	0	user	*licks the saliva up*	['*licks the saliva up*']	Y	N	N	N	N	Y	Y	0.36553472	0.37869552	0.0831001	0.28715584	0.69266737	0.20898318	0.8129236	0.68268716	0.04226968	0.24582005	0.424121	0.5474796	0.78887165	0.8225542	0.022760294	0.8307522
58660000	subsessions/sample_5866.csv	0	34	2	user	*Jacks you off*	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*']	Y	N	N	N	N	Y	Y	0.2712817	0.12661935	0.06426401	0.12834476	0.24034595	0.27789563	0.19041616	0.3419402	0.15337917	0.59201556	0.5005601	0.31113774	0.859932	0.6234244	0.06763031	0.8605097
58660000	subsessions/sample_5866.csv	0	34	3	bot	oh yea harder	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*', 'oh yea harder']	Y	Y	N	N	N	Y	Y	0.12244874	0.040088497	0.059810545	0.06600724	0.08789501	0.12131614	0.14479584	0.2929335	0.06494349	0.27501884	0.5602143	0.1482395	0.9215016	0.11325563	0.052863073	0.9592708
58660000	subsessions/sample_5866.csv	0	34	4	user	*saliva dripping down on your toes*	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*', 'oh yea harder', '*saliva dripping down on your toes*']	Y	N	N	N	N	Y	Y	0.18450552	0.22640653	0.10893291	0.23868658	0.25814703	0.43331766	0.48329288	0.91981745	0.17047314	0.37146825	0.48912045	0.43753165	0.78887165	0.86875	0.018757768	0.8218711
58660000	subsessions/sample_5866.csv	0	34	6	user	*sucks your toes*	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*', 'oh yea harder', '*saliva dripping down on your toes*', 'nice and clear and moist.', '*sucks your toes*']	Y	N	N	N	N	Y	Y	0.50272423	0.6844623	0.21835916	0.6329066	0.837456	0.3589479	0.8446651	0.8522479	0.119248286	0.3095973	0.12791546	0.44163522	0.93642014	0.96710944	0.032393426	0.8565771
58660000	subsessions/sample_5866.csv	0	34	7	bot	*wiggles my toes in your mouth*	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*', 'oh yea harder', '*saliva dripping down on your toes*', 'nice and clear and moist.', '*sucks your toes*', '*wiggles my toes in your mouth*']	Y	Y	N	N	N	Y	Y	0.5026305	0.6048902	0.1631391	0.6327989	0.7532383	0.50378007	0.94936055	0.967854	0.2644901	0.74510497	0.47383773	0.3240595	0.80985934	0.91886276	0.059094843	0.7918635
58660000	subsessions/sample_5866.csv	0	34	8	user	*sucking your toes fast*	['*licks the saliva up*', 'nice and clear and moist.', '*Jacks you off*', 'oh yea harder', '*saliva dripping down on your toes*', 'nice and clear and moist.', '*sucks your toes*', '*wiggles my toes in your mouth*', '*sucking your toes fast*']	Y	N	N	N	N	Y	Y	0.4945446	0.68429357	0.19388068	0.4884362	0.83350897	0.38527343	0.9348102	0.8687765	0.13479711	0.59201556	0.404424	0.47199556	0.84656245	0.9254658	0.022163836	0.8579436
59670000	subsessions/sample_5967.csv	0	35	0	user	hi daddy	['hi daddy']	N	N	N	N	N	N	N	0.13610743	0.04760245	0.07372491	0.045654554	0.09230558	0.087703265	0.27242613	0.7784964	0.066080935	0.34115872	0.7769664	0.12559614	0.9248177	0.06544534	0.07905237	0.9440822
59670000	subsessions/sample_5967.csv	0	35	1	bot	is my baby being good 	['hi daddy', 'is my baby being good ']	N	N	N	N	N	N	N	0.042001735	0.06494637	0.056161292	0.059517216	0.10177262	0.24417406	0.19492456	0.621867	0.16612358	0.24174185	0.6869426	0.12392509	0.68639153	0.06861865	0.15986426	0.92113686
59670000	subsessions/sample_5967.csv	0	35	2	user	yes daddy	['hi daddy', 'is my baby being good ', 'yes daddy']	N	N	N	N	N	N	N	0.09763293	0.04256248	0.0696335	0.04284914	0.08092278	0.09131252	0.24181204	0.6630566	0.10240313	0.24261226	0.6769515	0.20298584	0.8573127	0.0984919	0.06635858	0.9592708
59670000	subsessions/sample_5967.csv	0	35	3	bot	what?	['hi daddy', 'is my baby being good ', 'yes daddy', 'what?']	N	N	N	N	N	N	N	0.020824814	0.013020369	0.02006683	0.015005603	0.020007627	0.055346135	0.03139078	0.18603823	0.032147672	0.17180249	0.21154156	0.039515242	0.898889	0.011234662	0.016678024	0.9592708
59670000	subsessions/sample_5967.csv	0	35	4	user	I’m horny	['hi daddy', 'is my baby being good ', 'yes daddy', 'what?', 'I’m horny']	Y	N	N	N	N	Y	Y	0.4151741	0.49552965	0.305805	0.2541529	0.7004267	0.29743275	0.9274784	0.89838517	0.17582437	0.21540175	0.6306373	0.3217078	0.97106767	0.86875	0.3244968	0.92092156
59670000	subsessions/sample_5967.csv	0	35	6	user	please fuck mw	['hi daddy', 'is my baby being good ', 'yes daddy', 'what?', 'I’m horny', 'add me buzzwole226 and we can talk dirty;)', 'please fuck mw']	Y	N	N	N	N	Y	Y	0.90742445	0.8416842	0.28192192	0.80589014	0.9765348	0.35479763	0.778477	0.5446954	0.036168806	0.1815715	0.05867533	0.3209946	0.9996773	0.99206686	0.092873804	0.2083579
60140000	subsessions/sample_6014.csv	0	36	0	user	i miss my man	['i miss my man']	N	N	N	N	N	N	N	0.032387726	0.038002063	0.06982032	0.039637435	0.08404794	0.078439035	0.15941992	0.5099042	0.101651855	0.11167601	0.687032	0.100403905	0.7180156	0.056771155	0.30196172	0.9440822
60140000	subsessions/sample_6014.csv	0	36	1	bot	sure he missed u too	['i miss my man', 'sure he missed u too']	N	N	N	N	N	N	N	0.067320265	0.01429754	0.017607559	0.021805435	0.020585623	0.036701553	0.020547466	0.23623152	0.45037848	0.6758762	0.6829466	0.2456567	0.84656245	0.07351445	0.06281158	0.8923531
60140000	subsessions/sample_6014.csv	0	36	2	user	im going to see him later	['i miss my man', 'sure he missed u too', 'im going to see him later']	N	N	N	N	N	N	N	0.10763696	0.10522906	0.075019434	0.102111205	0.15422077	0.51385725	0.26429072	0.57902	0.07516099	0.21960334	0.7203314	0.1983451	0.8219524	0.067648016	0.07793512	0.9206603
60140000	subsessions/sample_6014.csv	0	36	3	bot	ok	['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok']	N	N	N	N	N	N	N	0.019575324	0.016117549	0.022846775	0.013070103	0.023848904	0.07693102	0.03603057	0.17876546	0.027414808	0.11721893	0.56355155	0.039104883	0.948278	0.013871772	0.05133222	0.9592708
60140000	subsessions/sample_6014.csv	0	36	4	user	were going on a date	['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date']	N	N	N	N	N	N	N	0.029984225	0.03967235	0.053863622	0.030481692	0.059125505	0.16668096	0.16301942	0.77517205	0.03493872	0.10617087	0.6921965	0.094729915	0.76381254	0.039013825	0.118720226	0.9440822
60140000	subsessions/sample_6014.csv	0	36	5	bot	sure i will	['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date', 'sure i will']	N	N	N	N	N	N	N	0.023803791	0.030417975	0.02602659	0.018845204	0.039391167	0.17481272	0.07777869	0.25086746	0.042355794	0.083213225	0.68421805	0.07142267	0.82594764	0.033824403	0.16656798	0.9592708
60140000	subsessions/sample_6014.csv	0	36	6	user	he's here!	"['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date', 'sure i will', ""he's here!""]"	N	N	N	N	N	N	N	0.026207292	0.04195334	0.060167167	0.112016566	0.0736791	0.10349207	0.054387975	0.2821988	0.08282678	0.09618844	0.434014	0.1530192	0.7083146	0.059384543	0.021108575	0.92066586
60140000	subsessions/sample_6014.csv	0	36	7	bot	who	"['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date', 'sure i will', ""he's here!"", 'who']"	N	N	N	N	N	N	N	0.019297661	0.013095916	0.017231977	0.019195775	0.026525365	0.057856213	0.032544743	0.2011147	0.032996576	0.17473677	0.5267629	0.060020547	0.9215016	0.019607043	0.050281268	0.9592708
60140000	subsessions/sample_6014.csv	0	36	8	user	my boyfriend	"['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date', 'sure i will', ""he's here!"", 'who', 'my boyfriend']"	N	N	N	N	N	N	N	0.03221605	0.03418315	0.044616237	0.020786809	0.084135845	0.060465023	0.334042	0.5498904	0.116991796	0.13549386	0.7828361	0.23012482	0.825508	0.27428493	0.41889253	0.9206603
60140000	subsessions/sample_6014.csv	0	36	9	bot	Cameron Dallas	"['i miss my man', 'sure he missed u too', 'im going to see him later', 'ok', 'were going on a date', 'sure i will', ""he's here!"", 'who', 'my boyfriend', 'Cameron Dallas']"	N	N	N	N	N	N	N	0.020685982	0.017781682	0.02867917	0.024321387	0.039391752	0.059488118	0.08136724	0.24177246	0.05245799	0.22078142	0.59167004	0.08290556	0.859932	0.029369615	0.082283266	0.9592708
62290000	subsessions/sample_6229.csv	0	38	0	user	I’ve been in love with the same guy for years now but nothing is changing	['I’ve been in love with the same guy for years now but nothing is changing']	N	N	N	N	N	N	N	0.0495556	0.03988213	0.112001754	0.09649891	0.06927218	0.0800118	0.10165313	0.39804944	0.34731892	0.27912372	0.6998226	0.265842	0.41491258	0.06551181	0.08447322	0.8323222
62290000	subsessions/sample_6229.csv	0	38	1	bot	What's wrong	"['I’ve been in love with the same guy for years now but nothing is changing', ""What's wrong""]"	N	N	N	N	N	N	N	0.048868883	0.023733014	0.07680167	0.035218332	0.04030562	0.063184924	0.041385096	0.16533661	0.031864353	0.1485021	0.50380266	0.04856456	0.9236924	0.014287952	0.04261864	0.9592708
62290000	subsessions/sample_6229.csv	0	38	2	user	Maybe it’s because we don’t talk or we don’t have each other in a class	"['I’ve been in love with the same guy for years now but nothing is changing', ""What's wrong"", 'Maybe it’s because we don’t talk or we don’t have each other in a class']"	N	N	N	N	N	N	N	0.03994159	0.04283342	0.07210345	0.08337215	0.06801982	0.13433711	0.05916777	0.21142316	0.07401203	0.33609715	0.689118	0.19704928	0.35637423	0.027120939	0.068274625	0.8307522
62290000	subsessions/sample_6229.csv	0	38	3	bot	omg! i love why don’t we. jack has the cutest noodles, jonah is just amazing and i love him, corbyn & christina are the cutest, daniel is fricken gorgeous, and zach is emma’s  aka crzywdw on ig	"['I’ve been in love with the same guy for years now but nothing is changing', ""What's wrong"", 'Maybe it’s because we don’t talk or we don’t have each other in a class', 'omg! i love why don’t we. jack has the cutest noodles, jonah is just amazing and i love him, corbyn & christina are the cutest, daniel is fricken gorgeous, and zach is emma’s  aka crzywdw on ig']"	N	N	N	N	N	N	N	0.15918289	0.056838546	0.07394456	0.09958378	0.093921065	0.08172332	0.15118808	0.9029495	0.026978135	0.010738763	0.89032257	0.1920176	0.8410964	0.86875	0.6707179	0.54320633
62290000	subsessions/sample_6229.csv	0	38	4	user	dood	"['I’ve been in love with the same guy for years now but nothing is changing', ""What's wrong"", 'Maybe it’s because we don’t talk or we don’t have each other in a class', 'omg! i love why don’t we. jack has the cutest noodles, jonah is just amazing and i love him, corbyn & christina are the cutest, daniel is fricken gorgeous, and zach is emma’s  aka crzywdw on ig', 'dood']"	N	N	N	N	N	N	N	0.20449556	0.07189088	0.053354252	0.1337888	0.2002349	0.12756182	0.19973469	0.25903487	0.109005004	0.4989968	0.71672696	0.23105812	0.9811293	0.25133002	0.2121878	0.8923531
